kierunek;wynagrodzenie;uczelnia;rok;forma;poziom;wskaznik;binary;województwo;stopa_bezr;absolwenci;kierunki
 Komputerowe Wspomaganie Procesów Inżynierskich ;1730,34; Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie ;2018;Stacjonarne;I stopnia; 0.39 ;Pierwszy prog;małopolskie;4,7;128;Kierunki techniczne
 Górnictwo i geologia ;1489,94; Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie ;2018;Stacjonarne;I stopnia; 0.37 ;Pierwszy prog;małopolskie;4,7;128;Kierunki techniczne
 Turystyka i rekreacja ;1917,17; Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie ;2018;Stacjonarne;I stopnia; 0.37 ;Pierwszy prog;małopolskie;4,7;128;Kierunki medyczne
 Kulturoznawstwo ;1792,4; Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie ;2018;Stacjonarne;I stopnia; 0.37 ;Pierwszy prog;małopolskie;4,7;128;Kierunki społeczne
 Górnictwo i geologia ;1686,34; Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie ;2018;Stacjonarne;I stopnia; 0.36 ;Pierwszy prog;małopolskie;4,7;128;Kierunki techniczne
 Socjologia ;1715,19; Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie ;2018;Stacjonarne;I stopnia; 0.36 ;Pierwszy prog;małopolskie;4,7;128;Kierunki społeczne
 Inżynieria materiałowa ;1513,42; Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie ;2018;Stacjonarne;I stopnia; 0.35 ;Pierwszy prog;małopolskie;4,7;128;Kierunki techniczne
 Geodezja i kartografia ;1350,91; Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie ;2018;Stacjonarne;I stopnia; 0.34 ;Pierwszy prog;małopolskie;4,7;128;Kierunki techniczne
 Ochrona środowiska ;1534,53; Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie ;2018;Stacjonarne;I stopnia; 0.32 ;Pierwszy prog;małopolskie;4,7;128;Kierunki przyrodnicze
 Ceramika ;1243,64; Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie ;2018;Stacjonarne;I stopnia; 0.31 ;Pierwszy prog;małopolskie;4,7;128;Kierunki techniczne
 Technologia chemiczna ;1221,83; Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie ;2018;Stacjonarne;I stopnia; 0.29 ;Pierwszy prog;małopolskie;4,7;128;Kierunki techniczne
 Inżynieria ciepła ;1090,64; Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie ;2018;Stacjonarne;I stopnia; 0.26 ;Pierwszy prog;małopolskie;4,7;128;Kierunki techniczne
 Inżynieria środowiska ;1066,58; Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie ;2018;Stacjonarne;I stopnia; 0.25 ;Pierwszy prog;małopolskie;4,7;128;Kierunki techniczne
 Budownictwo ;904,16; Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie ;2018;Stacjonarne;I stopnia; 0.23 ;Pierwszy prog;małopolskie;4,7;128;Kierunki techniczne
 Górnictwo i geologia ;840,79; Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie ;2018;Stacjonarne;I stopnia; 0.21 ;Pierwszy prog;małopolskie;4,7;128;Kierunki techniczne
 Zarządzanie i inżynieria produkcji ;0; Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie ;2018;Stacjonarne;I stopnia;0;Pierwszy prog;małopolskie;4,7;128;Kierunki techniczne
 Inżynieria środowiska ;0; Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie ;2018;Stacjonarne;I stopnia;0;Pierwszy prog;małopolskie;4,7;128;Kierunki techniczne
 Pielęgniarstwo ;6085,09; Akademia Humanistyczno-Ekonomiczna w Łodzi ;2018;Niestacjonarne;I stopnia; 1.35 ;Pierwszy prog;łódzkie;6,1;75;Kierunki medyczne
 Pielęgniarstwo ;6386,31; Akademia Humanistyczno-Ekonomiczna w Łodzi ;2018;Niestacjonarne;I stopnia; 1.26 ;Pierwszy prog;łódzkie;6,1;75;Kierunki medyczne
 Pielęgniarstwo ;6398,3; Akademia Humanistyczno-Ekonomiczna w Łodzi ;2018;Niestacjonarne;II stopnia; 1.18 ;Pierwszy prog;łódzkie;6,1;75;Kierunki medyczne
 Politologia ;4100; Akademia Humanistyczno-Ekonomiczna w Łodzi ;2018;Niestacjonarne;I stopnia; 1.03 ;Pierwszy prog;łódzkie;6,1;75;Kierunki społeczne
 Politologia ;3965,72; Akademia Humanistyczno-Ekonomiczna w Łodzi ;2018;Niestacjonarne;II stopnia; 0.99 ;Pierwszy prog;łódzkie;6,1;75;Kierunki społeczne
 Pielęgniarstwo ;4445,1; Akademia Humanistyczno-Ekonomiczna w Łodzi ;2018;Stacjonarne;I stopnia; 0.97 ;Pierwszy prog;łódzkie;6,1;75;Kierunki medyczne
 Informatyka ;4457,46; Akademia Humanistyczno-Ekonomiczna w Łodzi ;2018;Niestacjonarne;I stopnia; 0.95 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ścisłe
Kierunki humanistyczne;4105,89; Akademia Humanistyczno-Ekonomiczna w Łodzi ;2018;Niestacjonarne;II stopnia; 0.95 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ścisłe
 Transport ;3969,23; Akademia Humanistyczno-Ekonomiczna w Łodzi ;2018;Niestacjonarne;I stopnia; 0.93 ;Pierwszy prog;łódzkie;6,1;75;Kierunki techniczne
 Grafika ;4733,98; Akademia Humanistyczno-Ekonomiczna w Łodzi ;2018;Niestacjonarne;I stopnia; 0.89 ;Pierwszy prog;łódzkie;6,1;75;Kierunki techniczne
Kierunki humanistyczne;3659,92; Akademia Humanistyczno-Ekonomiczna w Łodzi ;2018;Niestacjonarne;II stopnia; 0.84 ;Pierwszy prog;łódzkie;6,1;75;Kierunki ścisłe
 Pedagogika ;3357,64; Akademia Humanistyczno-Ekonomiczna w Łodzi ;2018;Niestacjonarne;I stopnia; 0.8 ;Pierwszy prog;łódzkie;6,1;75;Kierunki społeczne
 Administracja ;3279,92; Akademia Humanistyczno-Ekonomiczna w Łodzi ;2018;Niestacjonarne;I stopnia; 0.73 ;Pierwszy prog;łódzkie;6,1;75;Kierunki społeczne
 Kulturoznawstwo ;3008,41; Akademia Humanistyczno-Ekonomiczna w Łodzi ;2018;Niestacjonarne;I stopnia; 0.69 ;Pierwszy prog;łódzkie;6,1;75;Kierunki społeczne
 Pedagogika ;2764,56; Akademia Humanistyczno-Ekonomiczna w Łodzi ;2018;Niestacjonarne;II stopnia; 0.64 ;Pierwszy prog;łódzkie;6,1;75;Kierunki społeczne
 Dziennikarstwo i komunikacja społeczna ;2921; Akademia Humanistyczno-Ekonomiczna w Łodzi ;2018;Niestacjonarne;I stopnia; 0.61 ;Pierwszy prog;łódzkie;6,1;75;Kierunki społeczne
 Psychologia ;2498,79; Akademia Humanistyczno-Ekonomiczna w Łodzi ;2018;Niestacjonarne;I stopnia; 0.6 ;Pierwszy prog;łódzkie;6,1;75;Kierunki społeczne
 Pedagogika ;2730,88; Akademia Humanistyczno-Ekonomiczna w Łodzi ;2018;Niestacjonarne;I stopnia; 0.59 ;Pierwszy prog;łódzkie;6,1;75;Kierunki społeczne
 Pedagogika ;2429,88; Akademia Humanistyczno-Ekonomiczna w Łodzi ;2018;Niestacjonarne;I stopnia; 0.55 ;Pierwszy prog;łódzkie;6,1;75;Kierunki społeczne
 Pedagogika ;2507,55; Akademia Humanistyczno-Ekonomiczna w Łodzi ;2018;Niestacjonarne;I stopnia; 0.54 ;Pierwszy prog;łódzkie;6,1;75;Kierunki społeczne
 Pedagogika ;2172,27; Akademia Humanistyczno-Ekonomiczna w Łodzi ;2018;Niestacjonarne;I stopnia; 0.52 ;Pierwszy prog;łódzkie;6,1;75;Kierunki społeczne
 Bezpieczeństwo wewnętrzne ;2246,6; Akademia Humanistyczno-Ekonomiczna w Łodzi ;2018;Niestacjonarne;I stopnia; 0.49 ;Pierwszy prog;łódzkie;6,1;75;Kierunki społeczne
 Finanse i rachunkowość ;5981,16; Akademia Leona Koźmińskiego w Warszawie ;2018;Niestacjonarne;II stopnia; 1.13 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ekonomiczne
 Zarządzanie ;5692,23; Akademia Leona Koźmińskiego w Warszawie ;2018;Niestacjonarne;II stopnia; 1.02 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ekonomiczne
 Administracja ;4502,71; Akademia Leona Koźmińskiego w Warszawie ;2018;Niestacjonarne;II stopnia; 0.91 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki społeczne
 Ekonomia ;5265,37; Akademia Leona Koźmińskiego w Warszawie ;2018;Niestacjonarne;II stopnia; 0.9 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ekonomiczne
 Finanse i rachunkowość ;4971,32; Akademia Leona Koźmińskiego w Warszawie ;2018;Niestacjonarne;I stopnia; 0.89 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ekonomiczne
 Prawo ;4188,42; Akademia Leona Koźmińskiego w Warszawie ;2018;Niestacjonarne;Jednolite-magisterskie; 0.81 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki społeczne
 Zarządzanie ;3704,61; Akademia Leona Koźmińskiego w Warszawie ;2018;Niestacjonarne;I stopnia; 0.74 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ekonomiczne
 Finanse i rachunkowość ;4259,1; Akademia Leona Koźmińskiego w Warszawie ;2018;Stacjonarne;II stopnia; 0.72 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ekonomiczne
 Administracja ;4576,81; Akademia Leona Koźmińskiego w Warszawie ;2018;Stacjonarne;I stopnia; 0.69 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki społeczne
 Zarządzanie ;4094,9; Akademia Leona Koźmińskiego w Warszawie ;2018;Stacjonarne;II stopnia; 0.68 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ekonomiczne
 Finanse i rachunkowość ;3535,88; Akademia Leona Koźmińskiego w Warszawie ;2018;Stacjonarne;I stopnia; 0.62 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ekonomiczne
 Ekonomia ;3003; Akademia Leona Koźmińskiego w Warszawie ;2018;Stacjonarne;II stopnia; 0.61 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ekonomiczne
 Zarządzanie ;3003,46; Akademia Leona Koźmińskiego w Warszawie ;2018;Stacjonarne;I stopnia; 0.56 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ekonomiczne
 Prawo ;3096,63; Akademia Leona Koźmińskiego w Warszawie ;2018;Stacjonarne;Jednolite-magisterskie; 0.55 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki społeczne
 Ekonomia ;2166; Akademia Leona Koźmińskiego w Warszawie ;2018;Niestacjonarne;I stopnia; 0.48 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ekonomiczne
 Ekonomia ;2469,54; Akademia Leona Koźmińskiego w Warszawie ;2018;Stacjonarne;I stopnia; 0.36 ;Pierwszy prog;mazowieckie;4,9;113;Kierunki ekonomiczne
 Pielęgniarstwo ;6519,77; Akademia Polonijna w Częstochowie ;2018;Niestacjonarne;I stopnia; 1.44 ;Pierwszy prog;śląskie;4,3;68;Kierunki medyczne
 Pielęgniarstwo ;5432,82; Akademia Polonijna w Częstochowie ;2018;Niestacjonarne;II stopnia; 1.41 ;Pierwszy prog;śląskie;4,3;68;Kierunki medyczne
 Ekonomia ;5291,19; Akademia Polonijna w Częstochowie ;2018;Niestacjonarne;II stopnia; 1.28 ;Pierwszy prog;śląskie;4,3;68;Kierunki ekonomiczne
Kierunki humanistyczne;5897,67; Akademia Polonijna w Częstochowie ;2018;Niestacjonarne;II stopnia; 1.23 ;Pierwszy prog;śląskie;4,3;68;Kierunki ścisłe
 Pielęgniarstwo ;3882,06; Akademia Polonijna w Częstochowie ;2018;Stacjonarne;I stopnia; 0.92 ;Pierwszy prog;śląskie;4,3;68;Kierunki medyczne
 Ekonomia ;2839,74; Akademia Polonijna w Częstochowie ;2018;Niestacjonarne;I stopnia; 0.7 ;Pierwszy prog;śląskie;4,3;68;Kierunki ekonomiczne
 Mechanika i budowa maszyn ;6510; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Niestacjonarne;I stopnia; 1.44 ;Pierwszy prog;śląskie;4,3;68;Kierunki techniczne
 Zarządzanie i inżynieria produkcji ;6100,14; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Niestacjonarne;II stopnia; 1.39 ;Pierwszy prog;śląskie;4,3;68;Kierunki techniczne
 Informatyka ;6265,34; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Niestacjonarne;II stopnia; 1.31 ;Pierwszy prog;śląskie;4,3;68;Kierunki ścisłe
 Automatyka i robotyka ;5178,06; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Niestacjonarne;I stopnia; 1.19 ;Pierwszy prog;śląskie;4,3;68;Kierunki techniczne
 Zarządzanie i inżynieria produkcji ;5104,07; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Niestacjonarne;I stopnia; 1.11 ;Pierwszy prog;śląskie;4,3;68;Kierunki techniczne
 Informatyka ;4661,23; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;I stopnia; 1.06 ;Pierwszy prog;śląskie;4,3;68;Kierunki ścisłe
 Pielęgniarstwo ;4953,58; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Niestacjonarne;II stopnia; 1.06 ;Pierwszy prog;śląskie;4,3;68;Kierunki medyczne
 Pielęgniarstwo ;4549,48; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;II stopnia; 1.01 ;Pierwszy prog;śląskie;4,3;68;Kierunki medyczne
 Inżynieria materiałowa ;4134,17; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;I stopnia; 0.99 ;Pierwszy prog;śląskie;4,3;68;Kierunki techniczne
 Informatyka ;4250,37; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Niestacjonarne;I stopnia; 0.9 ;Pierwszy prog;śląskie;4,3;68;Kierunki ścisłe
 Inżynieria środowiska ;4098,15; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Niestacjonarne;I stopnia; 0.85 ;Pierwszy prog;śląskie;4,3;68;Kierunki techniczne
 Pielęgniarstwo ;3799,48; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;I stopnia; 0.84 ;Pierwszy prog;śląskie;4,3;68;Kierunki medyczne
 Transport ;3638,68; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Niestacjonarne;I stopnia; 0.83 ;Pierwszy prog;śląskie;4,3;68;Kierunki techniczne
 Zarządzanie ;3491,47; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Niestacjonarne;II stopnia; 0.78 ;Pierwszy prog;śląskie;4,3;68;Kierunki ekonomiczne
 Informatyka ;3667,1; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;II stopnia; 0.76 ;Pierwszy prog;śląskie;4,3;68;Kierunki ścisłe
 Ratownictwo medyczne ;3282,12; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Niestacjonarne;I stopnia; 0.72 ;Pierwszy prog;śląskie;4,3;68;Kierunki medyczne
 Pedagogika ;3209,34; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Niestacjonarne;II stopnia; 0.67 ;Pierwszy prog;śląskie;4,3;68;Kierunki społeczne
 Budownictwo ;3311,89; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Niestacjonarne;I stopnia; 0.67 ;Pierwszy prog;śląskie;4,3;68;Kierunki techniczne
Kierunki humanistyczne;3070,48; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;II stopnia; 0.65 ;Pierwszy prog;śląskie;4,3;68;Kierunki ścisłe
 Zarządzanie ;3021,49; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Niestacjonarne;I stopnia; 0.64 ;Pierwszy prog;śląskie;4,3;68;Kierunki ekonomiczne
 Automatyka i robotyka ;2914,73; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;I stopnia; 0.63 ;Pierwszy prog;śląskie;4,3;68;Kierunki techniczne
 Ratownictwo medyczne ;2895,22; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;I stopnia; 0.61 ;Pierwszy prog;śląskie;4,3;68;Kierunki medyczne
 Mechanika i budowa maszyn ;2695,01; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;I stopnia; 0.6 ;Pierwszy prog;śląskie;4,3;68;Kierunki techniczne
 Inżynieria środowiska ;2700,99; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;II stopnia; 0.59 ;Pierwszy prog;śląskie;4,3;68;Kierunki techniczne
 Pedagogika ;2599,42; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;II stopnia; 0.58 ;Pierwszy prog;śląskie;4,3;68;Kierunki społeczne
 Zarządzanie i inżynieria produkcji ;2507,6; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;II stopnia; 0.57 ;Pierwszy prog;śląskie;4,3;68;Kierunki techniczne
 Transport ;2621,99; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;I stopnia; 0.56 ;Pierwszy prog;śląskie;4,3;68;Kierunki techniczne
Kierunki humanistyczne;2375,89; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;II stopnia; 0.53 ;Pierwszy prog;śląskie;4,3;68;Kierunki ścisłe
Kierunki humanistyczne;2275,32; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Niestacjonarne;I stopnia; 0.52 ;Pierwszy prog;śląskie;4,3;68;Kierunki ścisłe
 Zarządzanie ;2449,53; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;II stopnia; 0.52 ;Pierwszy prog;śląskie;4,3;68;Kierunki ekonomiczne
 Pedagogika ;2182,58; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Niestacjonarne;I stopnia; 0.5 ;Pierwszy prog;śląskie;4,3;68;Kierunki społeczne
 Pedagogika ;2275,35; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;I stopnia; 0.49 ;Pierwszy prog;śląskie;4,3;68;Kierunki społeczne
 Zarządzanie ;2419,17; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;I stopnia; 0.49 ;Pierwszy prog;śląskie;4,3;68;Kierunki ekonomiczne
 Budownictwo ;2209,88; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;I stopnia; 0.49 ;Pierwszy prog;śląskie;4,3;68;Kierunki techniczne
Kierunki humanistyczne;2167,95; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;II stopnia; 0.48 ;Pierwszy prog;śląskie;4,3;68;Kierunki ścisłe
Kierunki humanistyczne;2042,32; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;I stopnia; 0.45 ;Pierwszy prog;śląskie;4,3;68;Kierunki ścisłe
 Socjologia ;2014,29; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;I stopnia; 0.45 ;Pierwszy prog;śląskie;4,3;68;Kierunki społeczne
Kierunki humanistyczne;2120,07; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;I stopnia; 0.42 ;Pierwszy prog;śląskie;4,3;68;Kierunki ścisłe
Kierunki humanistyczne;1782,14; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;I stopnia; 0.41 ;Pierwszy prog;śląskie;4,3;68;Kierunki ścisłe
Kierunki humanistyczne;1665,69; Akademia Techniczno-Humanistyczna w Bielsku-Białej ;2018;Stacjonarne;I stopnia; 0.32 ;Pierwszy prog;śląskie;4,3;68;Kierunki ścisłe
 Informatyka ;5003,34; Akademia WSB ;2018;Niestacjonarne;I stopnia; 1.09 ;Pierwszy prog;śląskie;4,3;68;Kierunki ścisłe
 Informatyka ;4826,79; Akademia WSB ;2018;Stacjonarne;II stopnia;1;Pierwszy prog;śląskie;4,3;68;Kierunki ścisłe
 Zarządzanie i inżynieria produkcji ;4512,55; Akademia WSB ;2018;Niestacjonarne;II stopnia; 0.93 ;Pierwszy prog;śląskie;4,3;68;Kierunki techniczne
 Socjologia ;4881,92; Akademia WSB ;2018;Stacjonarne;I stopnia; 0.93 ;Pierwszy prog;śląskie;4,3;68;Kierunki społeczne
 Transport ;4479,4; Akademia WSB ;2018;Stacjonarne;II stopnia; 0.9 ;Pierwszy prog;śląskie;4,3;68;Kierunki techniczne
 Bezpieczeństwo narodowe ;4188,99; Akademia WSB ;2018;Stacjonarne;II stopnia; 0.87 ;Pierwszy prog;śląskie;4,3;68;Kierunki społeczne
 Zarządzanie ;3827,36; Akademia WSB ;2018;Stacjonarne;I stopnia; 0.82 ;Pierwszy prog;śląskie;4,3;68;Kierunki ekonomiczne
 Bezpieczeństwo narodowe ;3456; Akademia WSB ;2018;Niestacjonarne;I stopnia; 0.77 ;Pierwszy prog;śląskie;4,3;68;Kierunki społeczne
 Zarządzanie ;3747,95; Akademia WSB ;2018;Stacjonarne;II stopnia; 0.75 ;Pierwszy prog;śląskie;4,3;68;Kierunki ekonomiczne
 Informatyka ;3148,98; Akademia WSB ;2018;Stacjonarne;I stopnia; 0.69 ;Pierwszy prog;śląskie;4,3;68;Kierunki ścisłe
 Zarządzanie ;3177,07; Akademia WSB ;2018;Niestacjonarne;I stopnia; 0.69 ;Pierwszy prog;śląskie;4,3;68;Kierunki ekonomiczne
 Zarządzanie ;3260,79; Akademia WSB ;2018;Niestacjonarne;I stopnia; 0.68 ;Pierwszy prog;śląskie;4,3;68;Kierunki ekonomiczne
 Zarządzanie i inżynieria produkcji ;3022; Akademia WSB ;2018;Niestacjonarne;II stopnia; 0.67 ;Pierwszy prog;śląskie;4,3;68;Kierunki techniczne
Kierunki humanistyczne;3252,45; Akademia WSB ;2018;Niestacjonarne;I stopnia; 0.67 ;Pierwszy prog;śląskie;4,3;68;Kierunki ścisłe
 Informatyka ;3033,33; Akademia WSB ;2018;Niestacjonarne;I stopnia; 0.62 ;Pierwszy prog;śląskie;4,3;68;Kierunki ścisłe
 Administracja ;2575,29; Akademia WSB ;2018;Niestacjonarne;I stopnia; 0.56 ;Pierwszy prog;śląskie;4,3;68;Kierunki społeczne
 Ekonomia ;2577,35; Akademia WSB ;2018;Niestacjonarne;I stopnia; 0.55 ;Pierwszy prog;śląskie;4,3;68;Kierunki ekonomiczne
 Pedagogika ;2576,06; Akademia WSB ;2018;Stacjonarne;II stopnia; 0.54 ;Pierwszy prog;śląskie;4,3;68;Kierunki społeczne
 Pedagogika ;2256,99; Akademia WSB ;2018;Niestacjonarne;I stopnia; 0.48 ;Pierwszy prog;śląskie;4,3;68;Kierunki społeczne
 Fizjoterapia ;2204,92; Akademia WSB ;2018;Niestacjonarne;I stopnia; 0.48 ;Pierwszy prog;śląskie;4,3;68;Kierunki medyczne
 Stosunki międzynarodowe ;2537,43; Akademia WSB ;2018;Stacjonarne;I stopnia; 0.44 ;Pierwszy prog;śląskie;4,3;68;Kierunki ekonomiczne
 Bezpieczeństwo narodowe ;1726,39; Akademia WSB ;2018;Stacjonarne;I stopnia; 0.37 ;Pierwszy prog;śląskie;4,3;68;Kierunki społeczne
 Logistyka ;5144,41; Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego w Katowicach ;2018;Niestacjonarne;I stopnia; 1.13 ;Pierwszy prog;śląskie;4,3;68;Kierunki techniczne
 Informatyka ;4334; Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego w Katowicach ;2018;Niestacjonarne;I stopnia; 0.82 ;Pierwszy prog;śląskie;4,3;68;Kierunki ścisłe
 Pielęgniarstwo ;3873,95; Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego w Katowicach ;2018;Stacjonarne;I stopnia; 0.81 ;Pierwszy prog;śląskie;4,3;68;Kierunki medyczne
 Finanse i rachunkowość ;3888,27; Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego w Katowicach ;2018;Niestacjonarne;I stopnia; 0.74 ;Pierwszy prog;śląskie;4,3;68;Kierunki ekonomiczne
 Zarządzanie ;3168,45; Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego w Katowicach ;2018;Niestacjonarne;II stopnia; 0.73 ;Pierwszy prog;śląskie;4,3;68;Kierunki ekonomiczne
 Turystyka i rekreacja ;3431,18; Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego w Katowicach ;2018;Niestacjonarne;II stopnia; 0.72 ;Pierwszy prog;śląskie;4,3;68;Kierunki medyczne
 Zarządzanie ;3589,25; Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego w Katowicach ;2018;Niestacjonarne;I stopnia; 0.71 ;Pierwszy prog;śląskie;4,3;68;Kierunki ekonomiczne
