kierunek;wynagrodzenie;uczelnia;rok;forma;poziom;wskaznik;binary;województwo;stopa_bezr;absolwenci
 Pedagogika ;2990,53; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;II stopnia;0,57;Pierwszy prog;mazowieckie;4,9;113
 Filologia polska ;2703; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;II stopnia;0,57;Pierwszy prog;mazowieckie;4,9;113
 Teologia ;2422,24; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;Jednolite-magisterskie;0,55;Pierwszy prog;mazowieckie;4,9;113
 Historia ;3290,25; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;II stopnia;0,54;Pierwszy prog;mazowieckie;4,9;113
 Kulturoznawstwo ;3037,45; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;II stopnia;0,54;Pierwszy prog;mazowieckie;4,9;113
 Socjologia ;3071,49; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;II stopnia;0,53;Pierwszy prog;mazowieckie;4,9;113
 Historia sztuki ;2950,67; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;II stopnia;0,52;Pierwszy prog;mazowieckie;4,9;113
 Pedagogika ;2732,56; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;I stopnia;0,51;Pierwszy prog;mazowieckie;4,9;113
 Pedagogika specjalna ;2612,85; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;I stopnia;0,51;Pierwszy prog;mazowieckie;4,9;113
 Administracja ;2907,69; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;I stopnia;0,5;Pierwszy prog;mazowieckie;4,9;113
 Politologia ;2936,62; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;II stopnia;0,5;Pierwszy prog;mazowieckie;4,9;113
 Ochrona środowiska ;2992,22; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;II stopnia;0,49;Pierwszy prog;mazowieckie;4,9;113
 Politologia ;2715,76; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;I stopnia;0,48;Pierwszy prog;mazowieckie;4,9;113
 Dziennikarstwo i komunikacja społeczna ;2219,36; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;I stopnia;0,48;Pierwszy prog;mazowieckie;4,9;113
 Bezpieczeństwo wewnętrzne ;2444,89; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;I stopnia;0,47;Pierwszy prog;mazowieckie;4,9;113
 Inżynieria środowiska ;2611,94; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;I stopnia;0,47;Pierwszy prog;mazowieckie;4,9;113
 Filologia polska ;2066,81; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;I stopnia;0,47;Pierwszy prog;mazowieckie;4,9;113
 Biologia ;2512,78; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;II stopnia;0,45;Pierwszy prog;mazowieckie;4,9;113
 Prawo kanoniczne ;2390,44; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;Jednolite-magisterskie;0,43;Pierwszy prog;mazowieckie;4,9;113
 Europeistyka ;2384; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;I stopnia;0,4;Pierwszy prog;mazowieckie;4,9;113
 Socjologia ;2487,09; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;I stopnia;0,38;Pierwszy prog;mazowieckie;4,9;113
 Chemia ;2253,42; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;I stopnia;0,38;Pierwszy prog;mazowieckie;4,9;113
 Ochrona dóbr kultury i środowiska ;2476,06; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;I stopnia;0,38;Pierwszy prog;mazowieckie;4,9;113
 Nauki o rodzinie ;1922,54; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;I stopnia;0,37;Pierwszy prog;mazowieckie;4,9;113
 Historia ;1832,37; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;I stopnia;0,32;Pierwszy prog;mazowieckie;4,9;113
 Historia sztuki ;2000; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;I stopnia;0,32;Pierwszy prog;mazowieckie;4,9;113
 Kulturoznawstwo ;2148,69; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;I stopnia;0,32;Pierwszy prog;mazowieckie;4,9;113
 Ochrona środowiska ;1455,62; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;I stopnia;0,32;Pierwszy prog;mazowieckie;4,9;113
 Praca socjalna ;1618,03; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;I stopnia;0,32;Pierwszy prog;mazowieckie;4,9;113
 Biologia ;1905,93; Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie ;2018;Stacjonarne;I stopnia;0,3;Pierwszy prog;mazowieckie;4,9;113
 Mechatronika ;4685,23; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Niestacjonarne;I stopnia;1,16;Pierwszy prog;pomorskie;4,9;93
 Mechatronika ;4658,97; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;II stopnia;1,05;Pierwszy prog;pomorskie;4,9;93
 Filologia: specjalizacja: filologia angielska ;4130,33; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Niestacjonarne;II stopnia;0,96;Pierwszy prog;pomorskie;4,9;93
 Informatyka ;3825,23; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Niestacjonarne;I stopnia;0,92;Pierwszy prog;pomorskie;4,9;93
 Wychowanie fizyczne ;3613,76; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Niestacjonarne;II stopnia;0,9;Pierwszy prog;pomorskie;4,9;93
 Informatyka ;4042,9; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia;0,88;Pierwszy prog;pomorskie;4,9;93
 Filologia: specjalizacja: lingwistyka stosowana - angielski z niemieckim ;3563,39; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;II stopnia;0,83;Pierwszy prog;pomorskie;4,9;93
 Bezpieczeństwo i higiena pracy ;3688,68; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Niestacjonarne;I stopnia;0,81;Pierwszy prog;pomorskie;4,9;93
 Filologia: specjalizacja: lingwistyka stosowana angielski z niemieckim bez znajomości języka niemieckiego ;3240,77; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia;0,8;Pierwszy prog;pomorskie;4,9;93
 Bezpieczeństwo narodowe ;3251,2; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Niestacjonarne;I stopnia;0,74;Pierwszy prog;pomorskie;4,9;93
 Bezpieczeństwo narodowe ;3251,2; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Niestacjonarne;I stopnia;0,74;Pierwszy prog;pomorskie;4,9;93
 Pedagogika ;2848,7; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Niestacjonarne;II stopnia;0,7;Pierwszy prog;pomorskie;4,9;93
 Wychowanie fizyczne ;3047,49; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Niestacjonarne;I stopnia;0,7;Pierwszy prog;pomorskie;4,9;93
 Filologia: specjalizacja: lingwistyka stosowana - angielski z rosyjskim ;2955,06; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;II stopnia;0,69;Pierwszy prog;pomorskie;4,9;93
 Administracja ;2872,87; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Niestacjonarne;II stopnia;0,68;Pierwszy prog;pomorskie;4,9;93
 Matematyka ;2690,01; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;II stopnia;0,67;Pierwszy prog;pomorskie;4,9;93
 Inżynieria techniczno-informatyczna ;2974,35; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;II stopnia;0,66;Pierwszy prog;pomorskie;4,9;93
 Rewitalizacja dróg wodnych - k. unikatowy ;2967,99; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia;0,65;Pierwszy prog;pomorskie;4,9;93
 Psychologia ;2661,7; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Niestacjonarne;Jednolite-magisterskie;0,63;Pierwszy prog;pomorskie;4,9;93
 Bezpieczeństwo i higiena pracy ;2752,2; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia;0,63;Pierwszy prog;pomorskie;4,9;93
 Filologia: specjalizacja: filologia angielska ;2596,06; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;II stopnia;0,62;Pierwszy prog;pomorskie;4,9;93
 Filologia: specjalizacja: germanistyka ;2588,88; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;II stopnia;0,61;Pierwszy prog;pomorskie;4,9;93
 Administracja ;2479,9; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Niestacjonarne;I stopnia;0,61;Pierwszy prog;pomorskie;4,9;93
 Pedagogika ;2272,78; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Niestacjonarne;I stopnia;0,6;Pierwszy prog;pomorskie;4,9;93
 Wychowanie fizyczne ;2473,37; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;II stopnia;0,58;Pierwszy prog;pomorskie;4,9;93
 Mechatronika ;2703,2; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia;0,58;Pierwszy prog;pomorskie;4,9;93
 Kulturoznawstwo ;2706,52; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;II stopnia;0,58;Pierwszy prog;pomorskie;4,9;93
 Administracja ;2442,66; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;II stopnia;0,58;Pierwszy prog;pomorskie;4,9;93
 Psychologia ;2616,25; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;Jednolite-magisterskie;0,58;Pierwszy prog;pomorskie;4,9;93
 Filologia: specjalizacja: lingwistyka stosowana - angielski z arabskim ;2403,86; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia;0,57;Pierwszy prog;pomorskie;4,9;93
 Pedagogika wczesnoszkolna ;2346,39; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Niestacjonarne;I stopnia;0,57;Pierwszy prog;pomorskie;4,9;93
 Filologia: specjalizacja: lingwistyka stosowana - angielski z rosyjskim ;2614,18; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia;0,55;Pierwszy prog;pomorskie;4,9;93
 Pedagogika ;2378,3; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;II stopnia;0,54;Pierwszy prog;pomorskie;4,9;93
 Edukacja artystyczna w zakresie sztuki muzycznej ;2162,91; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;II stopnia;0,54;Pierwszy prog;pomorskie;4,9;93
 Praca socjalna ;2116,8; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia;0,54;Pierwszy prog;pomorskie;4,9;93
 Geografia ;2425,08; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;II stopnia;0,53;Pierwszy prog;pomorskie;4,9;93
 Pedagogika wczesnoszkolna ;2346,78; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia;0,53;Pierwszy prog;pomorskie;4,9;93
 Biologia ;2401,76; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;II stopnia;0,52;Pierwszy prog;pomorskie;4,9;93
 Edukacja artystyczna w zakresie sztuki muzycznej ;2253,57; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia;0,52;Pierwszy prog;pomorskie;4,9;93
 Ekonomia ;2212,39; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia;0,51;Pierwszy prog;pomorskie;4,9;93
 Ekonomia ;2212,39; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia;0,51;Pierwszy prog;pomorskie;4,9;93
 Inżynieria bezpieczeństwa ;1939,91; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia;0,49;Pierwszy prog;pomorskie;4,9;93
 Informacja naukowa i bibliotekoznawstwo ;2263,09; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia;0,48;Pierwszy prog;pomorskie;4,9;93
 Dziennikarstwo i komunikacja społeczna ;1954,56; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;II stopnia;0,47;Pierwszy prog;pomorskie;4,9;93
 Logopedia ;1836,27; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia;0,43;Pierwszy prog;pomorskie;4,9;93
 Turystyka i rekreacja ;1877,06; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;II stopnia;0,43;Pierwszy prog;pomorskie;4,9;93
 Filologia: specjalizacja: filologia angielska ;1957,69; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia;0,43;Pierwszy prog;pomorskie;4,9;93
 Dziennikarstwo i komunikacja społeczna ;1844,15; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia;0,42;Pierwszy prog;pomorskie;4,9;93
 Innowacyjność i zarządzanie sferą publiczną ;1780,77; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia;0,42;Pierwszy prog;pomorskie;4,9;93
 Wychowanie fizyczne ;1755,36; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia;0,4;Pierwszy prog;pomorskie;4,9;93
 Stosunki międzynarodowe ;1859,92; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia;0,4;Pierwszy prog;pomorskie;4,9;93
 Matematyka ;1717,74; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia;0,39;Pierwszy prog;pomorskie;4,9;93
 Pedagogika ;1728; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia;0,38;Pierwszy prog;pomorskie;4,9;93
 Humanistyka drugiej generacji ;1451,13; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia;0,34;Pierwszy prog;pomorskie;4,9;93
 Administracja ;1363,18; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia;0,31;Pierwszy prog;pomorskie;4,9;93
 Turystyka i rekreacja ;1099,14; Uniwersytet Kazimierza Wielkiego w Bydgoszczy ;2018;Stacjonarne;I stopnia;0,23;Pierwszy prog;pomorskie;4,9;93
 Informatyka ;7600,79; Uniwersytet Łódzki ;2018;Niestacjonarne;II stopnia;1,74;Drugi prog;łódzkie;6,1;75
 Informatyka ;6836,75; Uniwersytet Łódzki ;2018;Niestacjonarne;II stopnia;1,34;Pierwszy prog;łódzkie;6,1;75
 Informatyka ;4800,97; Uniwersytet Łódzki ;2018;Stacjonarne;I stopnia;1,03;Pierwszy prog;łódzkie;6,1;75
 Informatyka ;4728,41; Uniwersytet Łódzki ;2018;Stacjonarne;I stopnia;1,02;Pierwszy prog;łódzkie;6,1;75
 Politologia ;4432,31; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia;0,98;Pierwszy prog;łódzkie;6,1;75
 Logistyka ;4327,81; Uniwersytet Łódzki ;2018;Niestacjonarne;II stopnia;0,98;Pierwszy prog;łódzkie;6,1;75
 Leśnictwo ;3889,93; Uniwersytet Łódzki ;2018;Niestacjonarne;I stopnia;0,95;Pierwszy prog;łódzkie;6,1;75
 Informatyka ;4538,67; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia;0,93;Pierwszy prog;łódzkie;6,1;75
 Informatyka ;3674,58; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia;0,91;Pierwszy prog;łódzkie;6,1;75
 Zarządzanie zasobami ludzkimi ;4355,33; Uniwersytet Łódzki ;2018;Niestacjonarne;I stopnia;0,9;Pierwszy prog;łódzkie;6,1;75
 Zarządzanie ;4005,44; Uniwersytet Łódzki ;2018;Niestacjonarne;II stopnia;0,89;Pierwszy prog;łódzkie;6,1;75
 Logistyka ;3993,52; Uniwersytet Łódzki ;2018;Niestacjonarne;I stopnia;0,89;Pierwszy prog;łódzkie;6,1;75
 Logistyka ;4340,63; Uniwersytet Łódzki ;2018;Niestacjonarne;II stopnia;0,88;Pierwszy prog;łódzkie;6,1;75
 Filologia angielska ;3530,28; Uniwersytet Łódzki ;2018;Niestacjonarne;II stopnia;0,86;Pierwszy prog;łódzkie;6,1;75
 Zarządzanie ;4337,72; Uniwersytet Łódzki ;2018;Niestacjonarne;I stopnia;0,86;Pierwszy prog;łódzkie;6,1;75
 Filologia: specjalizacja: filologia romańska ;4098,5; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia;0,83;Pierwszy prog;łódzkie;6,1;75
 Administracja ;3283,85; Uniwersytet Łódzki ;2018;Niestacjonarne;I stopnia;0,83;Pierwszy prog;łódzkie;6,1;75
 Logistyka ;3600,22; Uniwersytet Łódzki ;2018;Niestacjonarne;I stopnia;0,82;Pierwszy prog;łódzkie;6,1;75
 Filologia germańska ;3694,07; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia;0,82;Pierwszy prog;łódzkie;6,1;75
 Administracja ;3236,68; Uniwersytet Łódzki ;2018;Niestacjonarne;II stopnia;0,81;Pierwszy prog;łódzkie;6,1;75
 Finanse i rachunkowość ;3512,15; Uniwersytet Łódzki ;2018;Niestacjonarne;II stopnia;0,81;Pierwszy prog;łódzkie;6,1;75
 Filologia germańska ;3901,62; Uniwersytet Łódzki ;2018;Stacjonarne;I stopnia;0,81;Pierwszy prog;łódzkie;6,1;75
 Rachunkowość ;3756,42; Uniwersytet Łódzki ;2018;Niestacjonarne;I stopnia;0,8;Pierwszy prog;łódzkie;6,1;75
 Filologia: specjalizacja: filologia hiszpańska ;3852,98; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia;0,8;Pierwszy prog;łódzkie;6,1;75
 Rynek finansowy ;3624,33; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia;0,79;Pierwszy prog;łódzkie;6,1;75
 Zarządzanie ;3158,23; Uniwersytet Łódzki ;2018;Niestacjonarne;I stopnia;0,79;Pierwszy prog;łódzkie;6,1;75
 Informatyka i ekonometria ;3652,64; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia;0,78;Pierwszy prog;łódzkie;6,1;75
 Finanse i rachunkowość ;3431,41; Uniwersytet Łódzki ;2018;Niestacjonarne;II stopnia;0,77;Pierwszy prog;łódzkie;6,1;75
 Socjologia ;3180,52; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia;0,76;Pierwszy prog;łódzkie;6,1;75
 Geoinformacja ;3502,4; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia;0,76;Pierwszy prog;łódzkie;6,1;75
 Informatyka ;3375,03; Uniwersytet Łódzki ;2018;Stacjonarne;I stopnia;0,75;Pierwszy prog;łódzkie;6,1;75
 Filologia: specjalizacja: filologia rosyjska ;3836,59; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia;0,75;Pierwszy prog;łódzkie;6,1;75
 Administracja ;3462,89; Uniwersytet Łódzki ;2018;Niestacjonarne;II stopnia;0,74;Pierwszy prog;łódzkie;6,1;75
 Finanse i rachunkowość ;3229,16; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia;0,73;Pierwszy prog;łódzkie;6,1;75
 Chemia ;3274,05; Uniwersytet Łódzki ;2018;Niestacjonarne;II stopnia;0,73;Pierwszy prog;łódzkie;6,1;75
 Politologia ;3147,14; Uniwersytet Łódzki ;2018;Stacjonarne;I stopnia;0,73;Pierwszy prog;łódzkie;6,1;75
 Logistyka ;3358,46; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia;0,73;Pierwszy prog;łódzkie;6,1;75
 Finanse i rachunkowość ;3041,62; Uniwersytet Łódzki ;2018;Niestacjonarne;I stopnia;0,73;Pierwszy prog;łódzkie;6,1;75
 Business management ;3107,97; Uniwersytet Łódzki ;2018;Stacjonarne;I stopnia;0,72;Pierwszy prog;łódzkie;6,1;75
 Polityka społeczna ;3309,02; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia;0,72;Pierwszy prog;łódzkie;6,1;75
 Prawo podatkowe i rachunkowość ;3275,49; Uniwersytet Łódzki ;2018;Niestacjonarne;II stopnia;0,72;Pierwszy prog;łódzkie;6,1;75
 Lingwistyka dla biznesu ;3264,18; Uniwersytet Łódzki ;2018;Stacjonarne;I stopnia;0,71;Pierwszy prog;łódzkie;6,1;75
 Finanse i rachunkowość ;3215,44; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia;0,7;Pierwszy prog;łódzkie;6,1;75
 Prawo ;3141,24; Uniwersytet Łódzki ;2018;Niestacjonarne;Jednolite-magisterskie;0,68;Pierwszy prog;łódzkie;6,1;75
 Ekonomia ;2914,3; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia;0,68;Pierwszy prog;łódzkie;6,1;75
 Analityka chemiczna ;2824,2; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia;0,67;Pierwszy prog;łódzkie;6,1;75
 Filologia angielska ;3191,49; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia;0,67;Pierwszy prog;łódzkie;6,1;75
 Ekonomia Ekobiznes ;2969,06; Uniwersytet Łódzki ;2018;Stacjonarne;I stopnia;0,67;Pierwszy prog;łódzkie;6,1;75
 Międzynarodowe stosunki gospodarcze - k. unikatowy ;3235,72; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia;0,65;Pierwszy prog;łódzkie;6,1;75
 Analityka gospodarcza - k. unikatowy ;2795,14; Uniwersytet Łódzki ;2018;Stacjonarne;I stopnia;0,65;Pierwszy prog;łódzkie;6,1;75
 Analityka gospodarcza - k. unikatowy ;2795,14; Uniwersytet Łódzki ;2018;Stacjonarne;I stopnia;0,65;Pierwszy prog;łódzkie;6,1;75
 Prawo zatrudnienia – kadry i płace ;2875,44; Uniwersytet Łódzki ;2018;Niestacjonarne;II stopnia;0,65;Pierwszy prog;łódzkie;6,1;75
 Filologia: specjalizacja: filologia romańska ;3330,17; Uniwersytet Łódzki ;2018;Stacjonarne;I stopnia;0,65;Pierwszy prog;łódzkie;6,1;75
 Filologia: specjalizacja: filologia włoska ;2802,78; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia;0,64;Pierwszy prog;łódzkie;6,1;75
 Gospodarka przestrzenna ;2684,51; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia;0,63;Pierwszy prog;łódzkie;6,1;75
 Ekonomia ;3410,32; Uniwersytet Łódzki ;2018;Niestacjonarne;I stopnia;0,63;Pierwszy prog;łódzkie;6,1;75
 Chemia kosmetyczna ;2968,28; Uniwersytet Łódzki ;2018;Niestacjonarne;I stopnia;0,63;Pierwszy prog;łódzkie;6,1;75
 Dziennikarstwo i komunikacja społeczna ;2974,26; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia;0,63;Pierwszy prog;łódzkie;6,1;75
 Psychologia ;2908,67; Uniwersytet Łódzki ;2018;Stacjonarne;Jednolite-magisterskie;0,63;Pierwszy prog;łódzkie;6,1;75
 Informatyka i ekonometria ;2861,88; Uniwersytet Łódzki ;2018;Stacjonarne;I stopnia;0,62;Pierwszy prog;łódzkie;6,1;75
 Inwestycje i nieruchomości ;2659,81; Uniwersytet Łódzki ;2018;Stacjonarne;I stopnia;0,62;Pierwszy prog;łódzkie;6,1;75
 Psychologia ;2897,63; Uniwersytet Łódzki ;2018;Niestacjonarne;Jednolite-magisterskie;0,62;Pierwszy prog;łódzkie;6,1;75
 Biologia ;3710,38; Uniwersytet Łódzki ;2018;Niestacjonarne;II stopnia;0,62;Pierwszy prog;łódzkie;6,1;75
 Informatyka i ekonometria ;2861,88; Uniwersytet Łódzki ;2018;Stacjonarne;I stopnia;0,62;Pierwszy prog;łódzkie;6,1;75
 Matematyka ;2786,13; Uniwersytet Łódzki ;2018;Stacjonarne;I stopnia;0,61;Pierwszy prog;łódzkie;6,1;75
 Logistyka ;2768,76; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia;0,61;Pierwszy prog;łódzkie;6,1;75
 Matematyka ;2890,9; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia;0,61;Pierwszy prog;łódzkie;6,1;75
 Biologia ;2798; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia;0,61;Pierwszy prog;łódzkie;6,1;75
 Administracja ;2769,89; Uniwersytet Łódzki ;2018;Niestacjonarne;I stopnia;0,6;Pierwszy prog;łódzkie;6,1;75
 Inwestycje i nieruchomości ;2672,71; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia;0,6;Pierwszy prog;łódzkie;6,1;75
 Zarządzanie ;2757,38; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia;0,6;Pierwszy prog;łódzkie;6,1;75
 Inwestycje i nieruchomości ;2672,71; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia;0,6;Pierwszy prog;łódzkie;6,1;75
 Pedagogika ;2915,45; Uniwersytet Łódzki ;2018;Niestacjonarne;II stopnia;0,6;Pierwszy prog;łódzkie;6,1;75
 Biotechnologia ;2673,57; Uniwersytet Łódzki ;2018;Stacjonarne;II stopnia;0,6;Pierwszy prog;łódzkie;6,1;75
